"url","depth","content_type","raw_file"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-chung/autogo-tu-do-an-tot-nghiep-den-nen-tang-marketing-automation-ai-first-cho-doanh-nghiep-smes/","2","text/html","data/raw/fpt_admission/html/e3e884ac23989210a6c357ab.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-thong-tin/fptu-khai-truong-phong-lab-khoa-an-toan-thong-tin-tang-cuong-moi-truong-dao-tao-va-nghien-cuu-an-ninh-mang/","2","text/html","data/raw/fpt_admission/html/c7541e8ecff4f450ff7901df.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-thong-tin/lo-hong-bao-mat-cve/","2","text/html","data/raw/fpt_admission/html/69d3d7dd0ef479e2459e4ac0.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-thong-tin/truong-dai-hoc-fpt-va-trung-tam-chuyen-doi-so-tp-hcm-ky-ket-hop-tac-chien-luoc-giai-doan-2025-2026/","2","text/html","data/raw/fpt_admission/html/b5df66540ebe0d6c8b7bdfe8.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/gs-ts-ta-ngoc-tan-nguoi-lam-truyen-thong-khong-canh-tranh-voi-ai-ma-kiem-soat-va-dieu-hanh-ai/","2","text/html","data/raw/fpt_admission/html/e935ed584549946c38aa0025.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/hanh-trinh-cham-tay-den-danh-hieu-thu-khoa-nuoc-mat-su-kien-tri-va-tinh-than-tan-binh/","2","text/html","data/raw/fpt_admission/html/c621044afef54e3db784622f.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/sao-dau-mu-du-an-viet-lai-ky-uc-chien-tranh-bang-cong-nghe-cua-sinh-vien-fptu-cham-den-trieu-trai-tim/","2","text/html","data/raw/fpt_admission/html/79583eaa032b68a1753bfd6f.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/sinh-vien-fptu-duoc-nha-truong-rot-20-trieu-dong-hien-thuc-hoa-do-an-tot-nghiep-ve-nghe-thuat-tuong/","2","text/html","data/raw/fpt_admission/html/87354d8d7e1496124f04a62d.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/sinh-vien-fptu-phat-dong-chien-dich-f5-lai-bo-nao-chong-noi-dung-rac-tren-mang-xa-hoi/","2","text/html","data/raw/fpt_admission/html/92acdb51695bf946037a9c7c.html"
"https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-nganh-cong-nghe-truyen-thong/the-thao-xanh-du-an-cua-sinh-vien-fptu-duoc-trinh-bay-tai-hoi-thao-asean-ve-the-thao-2025/","2","text/html","data/raw/fpt_admission/html/f92789cd0f60d25f4a0a5183.html"
